Compound ID,Smiles,pIC50,LogP,MW,nAR,HBA,HBD,nRings,nRB,TPSA
CHEMBL3699417,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)n3)cc12,7.721246399,7.43504,543.667,5,4,2,6,8,84.22
CHEMBL3699418,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC(C)c3cncc(Br)c3)cc12,8.096910013,7.32014,582.498,5,4,2,5,7,84.22
CHEMBL3699419,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H](C)c3ccc(S(C)(=O)=O)cc3)cc12,7.958607315,6.56614,580.706,5,5,2,5,8,105.47
CHEMBL3699420,Cc1c(C)n(Cc2ccc(-c3ccccc3C#N)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(OC(C)C)cc3)cc12,6.092588639,8.12332,541.695,5,4,1,5,8,67.05
CHEMBL3699421,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H]3C[C@H]3c3ccccc3)cc12,7.657577319,6.95754,514.625,5,3,2,6,7,71.33
CHEMBL3699426,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(F)(F)F)c3F)cc12,7.568636236,8.32054,588.601,5,3,2,5,7,71.33
CHEMBL3699427,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3c(F)cccc3C(F)(F)F)cc12,8.045757491,8.32054,588.601,5,3,2,5,7,71.33
CHEMBL3699428,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cc(F)c(F)cc3F)cc12,8.096910013,7.57994,556.584,5,3,2,5,7,71.33
CHEMBL3699429,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cc(C(F)(F)F)ccc3Cl)cc12,8.522878745,8.83484,605.056,5,3,2,5,7,71.33
CHEMBL3699430,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(Cl)cc3Cl)cc12,8.397940009,8.46944,571.504,5,3,2,5,7,71.33
CHEMBL3699431,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(C4CC4)cc3)cc12,7.301029996,8.04004,542.679,5,3,2,6,8,71.33
CHEMBL3699432,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)NC3CC3)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.026872146,8.48004,583.776,5,3,2,6,9,63.13
CHEMBL3699434,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)NCCO)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,6.22184875,7.30994,587.764,5,4,3,5,10,83.36
CHEMBL3699437,CNC(=O)c1ccccc1-c1ccc(Cn2c(C)c(C)c3cc(C(=O)N[C@@H](C)c4cccc(C(C)C)c4)ccc32)cc1,7.119186408,7.94744,557.738,5,3,2,5,8,63.13
CHEMBL3699438,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)N(C)C)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,6.829738285,8.28964,571.765,5,3,1,5,8,54.34
CHEMBL3699439,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)NO)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.113509275,7.70684,559.71,5,4,3,5,8,83.36
CHEMBL3699440,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)NS(C)(=O)=O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,6.54515514,7.27724,621.803,5,5,2,5,9,97.27
CHEMBL3699441,Cc1c(C)n(Cc2ccc(-c3ccccc3C(N)=O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.207608311,7.68674,543.711,5,3,2,5,8,77.12
CHEMBL3699442,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NC3COc4ccccc4C3)cc12,7.795880017,6.40514,530.624,5,4,2,6,6,80.56
CHEMBL370021,CCCc1cc(C(=O)CC)cc(CCC)c1O[C@H](C(=O)O)c1ccc(CC)cc1,6.677780705,5.9514,396.527,2,3,1,2,11,63.6
CHEMBL370024,CCC1(C(=O)O)Cc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1,5.492144128,5.2548,460.832,2,5,1,3,9,74.22
CHEMBL370074,CCCc1c(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cccc1O[C@@H](C)C(=O)O,6.19314197,8.22882,588.966,5,7,1,5,9,95.95
CHEMBL370152,O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1,7.585026652,6.8458,428.34,4,3,1,4,5,42.23
CHEMBL370443,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cc(Oc4cc(C(F)(F)F)c[nH]4)ccc32)cc1,8.301029996,9.5765,602.531,5,4,2,5,6,76.48
CHEMBL370648,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3ccc(Cl)c(C(F)(F)F)c3)c3cc(Cl)ccc32)cc1,7.886056648,8.7441,522.35,4,3,1,4,4,51.46
CHEMBL370747,COc1ccc2nc(-n3c(C)c(Cc4cccc(O[C@@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)ccc2c1,6.869666232,6.83702,550.533,5,6,1,5,8,82.81
CHEMBL371087,CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C#N)c[nH]c12,6.119758224,4.87928,431.492,4,5,2,4,10,100.27
CHEMBL371091,CCCc1c(OCCCOc2ccc3c(ccn3CC(=O)O)c2)ccc2c(C(=O)C(F)(F)F)c[nH]c12,5.618884919,5.7526,502.489,4,5,2,4,11,93.55
CHEMBL371097,CCCc1c(OCCCOc2cccc3c2ccn3CC(=O)O)ccc2cc(-c3ccccc3)oc12,5.710411047,6.9395,483.564,5,5,1,5,11,73.83
CHEMBL371120,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccccc2)cc1,5.483464626,5.35832,456.542,4,5,1,4,11,75.8
CHEMBL371195,CCCc1cc(C(=O)C(C)C)cc(CCC)c1OC(C(=O)O)c1ccccc1,5.500312917,5.635,382.5,2,3,1,2,10,63.6
CHEMBL371341,Cc1c(Oc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1noc2cc(Cl)ccc12,9,7.92972,581.33,5,7,1,5,7,95.95
CHEMBL371778,CCCc1c(O[C@H](C(=O)O)c2ccc(C(C)C)cc2)c(Cl)cc2c1oc(=O)n2CC,6.283996656,5.5484,431.916,3,5,1,3,8,81.67
CHEMBL372091,COc1ccc2c(Oc3cccc(C(F)(F)F)c3)c(C(=O)O)n(-c3ccc(C(C)(C)C)cc3)c2n1,7,6.8409,484.474,4,5,1,4,5,73.58
CHEMBL372107,CCOc1cccc(Oc2c(C(=O)O)n(-c3ccc(C(C)(C)C)cc3)c3ccccc23)c1,7.30980392,6.8172,429.516,4,4,1,4,6,60.69
CHEMBL372220,CCCc1cc2c(oc(=O)n2C(C)C)c(CCC)c1O[C@H](C(=O)O)c1ccccc1,5.747146969,5.2851,411.498,3,5,1,3,9,81.67
CHEMBL372639,CC(C)c1cccc(Oc2c(C(=O)O)n(-c3ccc(C(C)(C)C)cc3)c3cc(Cl)ccc23)c1,7.721246399,8.1953,461.989,4,3,1,4,5,51.46
CHEMBL372780,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3cc(Cl)ccc32)cc1,7.080921908,9.1095,555.902,4,3,1,4,4,51.46
CHEMBL372850,CC(C)c1cccc(-n2c(C(=O)O)c(Oc3cccc(O)c3)c3ccccc32)c1,6.991399828,5.95,387.435,4,4,2,4,5,71.69
CHEMBL372913,C#CCOc1cccc(Cc2c(C)n(C(=O)c3ccc(OC)cc3)c3ccc(OC(F)(F)F)cc23)c1,7.207608311,6.14822,493.481,4,5,0,4,7,49.69
CHEMBL373048,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cc(O)ccc32)cc1,6.49757288,7.1429,469.459,4,4,2,4,4,71.69
CHEMBL373142,Cc1c(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2cc(OC(F)(F)F)ccc2n1-c1ccccn1,6.331614083,5.67522,470.447,4,5,1,4,7,73.58
CHEMBL373237,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3ccccc32)cc1,7.920818754,7.4373,453.46,4,3,1,4,4,51.46
CHEMBL373286,CCCc1c(OCCC(C)CCOc2cccc3c2ccn3CC(=O)O)ccc2c(C(F)(F)F)noc12,5.838033384,6.7125,518.532,4,6,1,4,12,86.72
CHEMBL3734773,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H](c3cccc(C(C)C)c3)C(C)C)cc12,7.096910013,8.92214,572.749,5,3,2,5,9,71.33
CHEMBL3735470,Cc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,7.886056648,7.47106,516.641,5,3,2,5,7,71.33
CHEMBL3735503,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc(C(C)C)c3)cc12,8.301029996,7.72504,530.668,5,3,2,5,8,71.33
CHEMBL3735765,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(F)(F)F)c3)cc12,7.408935393,8.18144,570.611,5,3,2,5,7,71.33
CHEMBL3735906,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)C)c3)cc12,8.301029996,8.46014,558.722,5,3,2,5,7,71.33
CHEMBL3735924,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,8.301029996,8.46014,558.722,5,3,2,5,7,71.33
CHEMBL3735987,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(Cl)c3)cc12,8.522878745,7.81604,537.059,5,3,2,5,7,71.33
CHEMBL3736075,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)O)c3)cc12,7.769551079,7.39004,560.694,5,4,3,5,8,91.56
CHEMBL3736229,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.522878745,8.28604,544.695,5,3,2,5,8,71.33
CHEMBL3736263,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](c3cccc(C(C)C)c3)C(F)(F)F)cc12,7.769551079,8.82844,598.665,5,3,2,5,8,71.33
CHEMBL3736374,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](CC(C)C)c3cccc(C(C)C)c3)cc12,5.912928794,9.31224,586.776,5,3,2,5,10,71.33
CHEMBL3736412,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](Cc3ccccc3)c3cccc(C(C)C)c3)cc12,7.013228266,9.50884,620.793,6,3,2,6,10,71.33
CHEMBL3736463,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@H](c3cccc(C(C)C)c3)C3CC3)cc12,8.096910013,8.67614,570.733,5,3,2,6,9,71.33
CHEMBL3736501,CCCC[C@H](NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1)c1cccc(C(C)C)c1,7.091514981,9.45634,586.776,5,3,2,5,11,71.33
CHEMBL373685,Cc1oc(-c2ccc(Oc3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)OC(C)C)c1,7.301029996,6.71562,558.631,4,7,2,4,13,120.12
CHEMBL374189,O=C(NS(=O)(=O)c1ccccc1)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,6.537602002,4.8271,458.461,4,4,1,4,5,68.17
CHEMBL374344,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)Oc2cnccn2)c1,7.585026652,6.03432,578.625,5,8,2,5,12,136.67
CHEMBL374657,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(O)ccc2n1Cc1cccc(C(F)(F)F)c1,6.26760624,5.5515,542.457,4,5,2,4,5,88.4
CHEMBL374705,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2ccccc2n1Cc1cc(Cl)ccc1Cl,6.420216403,6.1339,527.351,4,4,1,4,5,68.17
CHEMBL375270,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,5.48148606,3.5005,276.679,2,3,1,2,3,72.24
CHEMBL3752848,O=C1NC(=O)C(=Cc2ccc(N(CCO)CCOC(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)C(=O)N1,4.653647026,4.2434,561.638,4,6,3,5,11,107.97
CHEMBL3753308,COc1ccc(COCCN(CCOCc2ccccc2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,3.718966633,3.6846,529.593,3,7,2,4,13,106.2
CHEMBL3753473,N#Cc1ccc(OCCN(CCOc2ccc(C#N)cc2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,5.187086643,3.14376,521.533,3,8,2,4,10,144.55
CHEMBL3753490,O=C1NC(=O)C(=Cc2ccc(N(CCOc3ccc([N+](=O)[O-])cc3)CCOc3ccc([N+](=O)[O-])cc3)cc2)C(=O)N1,4.995678626,3.2168,561.507,3,10,2,4,12,183.25
CHEMBL3753560,COc1ccc(COCCN(CCOCc2ccc(OC)cc2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,4.228412519,3.6932,559.619,3,8,2,4,14,115.43
CHEMBL3753871,COc1ccc(COCCN(CCOc2ccccn2)c2ccc(C=C3C(=O)NC(=O)NC3=O)cc2)cc1,4.075720714,2.9418,516.554,3,8,2,4,12,119.09
CHEMBL3754461,O=C1NC(=O)C(=Cc2ccc(N(CCOCc3ccccc3)CCOCc3ccccc3)cc2)C(=O)N1,4.105683937,3.676,499.567,3,6,2,4,12,96.97
CHEMBL3754507,O=C1NC(=O)C(=Cc2ccc(OCc3ccccc3)cc2)C(=O)N1,7,2.015,322.32,2,4,2,3,4,84.5
CHEMBL376051,CCn1c(C(=O)NS(=O)(=O)c2cccc(C(F)(F)F)c2)cc2ccccc21,5.612610174,3.7987,396.39,3,4,1,3,4,68.17
CHEMBL376460,CCCOC(=O)N1CCc2c(OCCc3nc(-c4ccccc4)oc3C)ccc(CCC(=O)O)c2C1,7.958607315,5.19342,492.572,3,6,1,4,10,102.1
CHEMBL376627,COc1ccc(-c2c(C(=O)NS(=O)(=O)c3ccccc3)n(Cc3cccc(C(F)(F)F)c3)c3ccccc23)cc1,8.522878745,6.5027,564.585,5,5,1,5,7,77.4
CHEMBL377508,CC(C)(Oc1ccc(OCCCCOc2ccc(Oc3ccc(F)cc3)cc2Cl)cc1)C(=O)O,5.11407366,6.7514,488.939,3,5,1,3,12,74.22
CHEMBL377660,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(Oc2ccccc2)c1,8.221921138,6.60332,448.559,3,4,1,3,12,64.99
CHEMBL378160,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,6.290730039,4.6798,417.462,4,5,1,4,5,63.99
CHEMBL378705,CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3OC)oc2C)c1)C(=O)O,6.129596095,4.69382,434.492,4,6,1,4,9,86.72
CHEMBL379064,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,5.455931956,2.291,316.265,3,7,4,3,2,120.36
CHEMBL380070,CCOC(Cc1ccc2c(ccn2Cc2nc(-c3cc(C)cc(C)c3)oc2C)c1)C(=O)O,7.420216403,5.30206,432.52,4,5,1,4,8,77.49
CHEMBL380404,CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3F)oc2C)c1)C(=O)O,6.707743929,4.82432,422.456,4,5,1,4,8,77.49
CHEMBL381865,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3ccc(Cl)cc32)cc1,7.568636236,8.0907,487.905,4,3,1,4,4,51.46
CHEMBL381876,CCCc1c(OCCCOc2cccc3c2ccn3CCC(=O)O)ccc2c(C(F)(F)F)noc12,5.95939766,6.0764,490.478,4,6,1,4,11,86.72
CHEMBL381889,CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3ccc(Cl)cc3)c3ccc(OC(F)(F)F)cc32)cc1,6.525783736,7.9705,503.904,4,4,1,4,5,60.69
CHEMBL383132,O=C(O)Cn1ccc2c(OCCCOc3ccc4cc(C(=O)c5ccccc5)ccc4c3)cccc21,5.567511744,5.958,479.532,5,5,1,5,10,77.76
CHEMBL383233,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1ccc(-c2cc(C(F)(F)F)on2)s1,6.756961951,6.276,540.545,5,8,1,5,6,90.02
CHEMBL383728,CCCc1c(OCCCn2ccc3cc(CC(=O)O)ccc32)ccc2c(C(F)(F)F)noc12,5.721164119,5.85,460.452,4,5,1,4,9,77.49
CHEMBL384203,CCOC(Cc1ccc2c(c1)c(C)cn2Cc1nc(-c2ccc(C(F)(F)F)cc2)oc1C)C(=O)O,6.651695137,6.01244,486.49,4,5,1,4,8,77.49
CHEMBL385585,O=C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)c1cc2cc(OCc3ccccc3)ccc2n1Cc1cccc(C(F)(F)F)c1,6.113509275,7.4249,632.582,5,5,1,5,8,77.4
CHEMBL386307,O=C(NS(=O)(=O)c1ccccc1C(F)(F)F)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,7.096910013,5.8459,526.458,4,4,1,4,5,68.17
CHEMBL386504,CS(=O)(=O)NC(=O)c1cc2ccccc2n1Cc1cccc(C(F)(F)F)c1,6.167491087,3.3978,396.39,3,4,1,3,4,68.17
CHEMBL387023,CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccc(C(C)C)cc3)oc2C)c1)C(=O)O,7.886056648,5.80862,446.547,4,5,1,4,9,77.49
CHEMBL387373,Cc1oc(-c2ccc(-c3ccccc3)cc2)nc1CCOc1ccc(CCC(=O)O)c2c1CCN(C(=O)OCC(C)(C)C)C2,7.48148606,7.49652,596.724,4,6,1,5,10,102.1
CHEMBL388561,COc1cccc2c1c1ccccc1n2CCOc1ccc(C2NC(=O)NC(C)=C2C(=O)O)cc1,6.096910013,4.5946,471.513,4,5,3,5,7,101.82
CHEMBL38943,Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C)ccc1OCC(=O)O,5.200000237,6.20144,453.507,3,5,1,3,7,59.42
CHEMBL3896121,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=O)Nc3ccccc3)cc2)c1=O,5.397940009,2.85402,491.529,4,7,3,4,6,139.26
CHEMBL391084,Cc1cc2c(CC(=O)O)csc2cc1OCc1sc(-c2ccc(C(F)(F)F)cc2)nc1C,5.203212734,6.86654,477.529,4,5,1,4,6,59.42
CHEMBL391085,Cc1cc(OCc2cc(-c3ccc(Cl)cc3)on2)cc2scc(CC(=O)O)c12,5.062240956,5.72422,413.882,4,5,1,4,6,72.56
CHEMBL391264,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccco2)c1,6.02691527,6.07102,422.521,3,4,1,3,11,68.9
CHEMBL391283,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccncc2)c1,6.283996656,5.87302,433.548,3,4,1,3,11,68.65
CHEMBL391470,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ncco2)c1,6.316025895,5.46602,423.509,3,5,1,3,11,81.79
CHEMBL391478,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c(Cl)cc1OCC(=O)O,5.040002543,7.00192,496.934,3,4,1,3,9,55.76
CHEMBL391479,Cc1cc(SCc2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)c2c(c1OCC(=O)O)CCCO2,4.477703774,6.67352,518.553,3,5,1,4,9,64.99
CHEMBL3915254,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=S)NC3CCCCC3)cc2)c1=O,5.662540739,2.82912,513.645,3,7,3,4,6,122.19
CHEMBL39176,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)O,5.061980903,0.4719,333.344,2,4,5,2,8,145.51
CHEMBL392058,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1OC(C)(C)C(=O)O,7.744848149,5.97812,487.474,3,4,2,3,8,84.86
CHEMBL392063,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccsc2)c1,6.245827559,6.53952,438.589,3,4,1,3,11,55.76
CHEMBL392717,Cc1cc(Oc2cc(F)cc(CNC(=O)c3ccc(C(F)(F)F)cc3F)c2)ccc1OC(C)(C)C(=O)O,8.096964303,6.25632,523.454,3,4,2,3,8,84.86
CHEMBL392718,Cc1cc(Oc2cccc(CNC(=O)c3cc4c(Cl)cccc4[nH]3)c2)ccc1CCC(=O)O,6.588380294,5.86922,462.933,4,3,3,4,8,91.42
CHEMBL393926,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ccccc2)c1,6.66756154,6.47802,432.56,3,3,1,3,11,55.76
CHEMBL393938,Cc1cc(Oc2cccc(CNC(=O)c3ccc(C(F)(F)F)cc3Cl)c2)ccc1OC(C)(C)C(=O)O,7.823908741,6.63152,521.919,3,4,2,3,8,84.86
CHEMBL393939,Cc1ccc(C(=O)NCc2cccc(Oc3ccc(OC(C)(C)C(=O)O)c(C)c3)c2)c(C)c1,8.154943323,5.57616,447.531,3,4,2,3,8,84.86
CHEMBL393940,Cc1cc(Oc2cccc(CNC(=O)c3ccccc3C)c2)ccc1OC(C)(C)C(=O)O,7.698970004,5.26774,433.504,3,4,2,3,8,84.86
CHEMBL3943220,CCCCNC(=S)NS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1,5.660647951,2.29652,487.607,3,7,3,3,8,122.19
CHEMBL394605,CC1=C(C(=O)O)C(c2ccc(OCCCn3ccc4cccnc43)cc2)NC(=O)N1,6.124938737,3.2179,406.442,3,5,3,4,7,105.48
CHEMBL394849,CC1=C(C(=O)O)C(c2ccc(OCCCOc3cc(C)nc4ccccc34)cc2)NC(=O)N1,6.124938737,4.10362,447.491,3,5,3,4,8,109.78
CHEMBL3949291,O=C(CN1CC(=O)Nc2ccccc21)Nc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,5.93930216,2.4044,485.566,2,6,4,4,6,136.71
CHEMBL394948,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(OCc3ccccc3)cc2)cc1,6.54668166,6.93732,562.666,5,6,1,5,14,85.03
CHEMBL394968,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CCOCc2ccccc2)CC(=O)O)cc1,5.341035157,5.37492,500.595,4,6,1,4,14,85.03
CHEMBL395191,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2cccc(Oc3ccccc3)c2)cc1,6.318758763,7.15062,548.639,5,6,1,5,13,85.03
CHEMBL395527,CCCC(=O)NC[C@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)Nc1ccccc1C(=O)c1ccccc1,5.599999383,7.44202,601.747,5,6,2,5,15,93.46
CHEMBL3959627,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)cc1,5.648686941,2.13162,471.539,3,7,3,3,8,139.26
CHEMBL396550,CC1=C(C(=O)O)C(c2ccc(OCCOc3ccc(C(=O)c4ccc(Cl)cc4)cc3)cc2)NC(=O)N1,6.031517051,4.7413,506.942,3,5,3,4,9,113.96
CHEMBL396694,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2cc3ccccc3[nH]2)c1,6.26760624,5.83962,495.579,5,5,2,5,11,91.59
CHEMBL397120,Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(-c3ccccc3Cl)o2)cc1,6.552841969,7.27172,557.046,5,6,1,5,12,88.94
CHEMBL3977442,O=C1CN(C(=O)CNc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c2ccccc2N1,5.942714356,2.4044,485.566,2,6,4,4,6,136.71
CHEMBL3978392,Cc1nc2ccccc2n(CC(=O)Nc2ccc(S(=O)(=O)NC(=S)Nc3ccccc3)cc2)c1=O,5.397940009,3.01892,507.597,4,7,3,4,6,122.19
CHEMBL398185,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H](CNC(=O)CC(C)C(=O)O)Nc2ccccc2C(=O)c2ccccc2)cc1,6,6.75272,645.756,5,7,3,5,16,130.76
CHEMBL3986626,CCCCNC(=O)NS(=O)(=O)c1ccc(NC(=O)CN2CC(=O)Nc3ccccc32)cc1,5.888401475,1.8718,459.528,2,6,4,3,8,136.71
CHEMBL399217,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)c(Cl)cc4[nH]3)c2)ccc1CCC(=O)O,7.022139271,6.52262,497.378,4,3,3,4,8,91.42
CHEMBL399417,Cc1cc(Oc2cccc(CNC(=O)c3cc4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,7.008773924,5.87962,476.96,4,4,2,4,8,80.56
CHEMBL400024,CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2nccs2)c1,5.815308569,5.93452,439.577,3,5,1,3,11,68.65
CHEMBL400132,COc1c(Cl)c(C)cc2cc(O)c3c(c12)C(=O)c1cc2c(c(O)c1C3=O)C(C)OC2=O,5.627087997,4.22822,438.819,3,7,2,5,1,110.13
CHEMBL401236,CCc1cc(Oc2cc(F)cc([C@@H](C)NC(=O)c3sc4ccc(Cl)cc4c3C)c2)ccc1CCC(=O)O,7.301029996,7.86512,540.056,4,4,2,4,9,75.63
CHEMBL401534,Cc1oc(-c2ccccc2)nc1CCOc1cccc(CC2=CN(C(=O)OCc3ccccc3)CCC2C(=O)O)c1,6.184422252,6.44122,552.627,4,6,1,5,10,102.1
