Compound ID,Smiles,pIC50,LogP,MW,nAR,HBA,HBD,nRings,nRB,TPSA
CHEMBL298187,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1Cl,6.366531544,6.9568,512.027,3,6,1,4,11,73.86
CHEMBL318684,CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,7.193820026,7.6102,546.472,3,6,1,4,11,73.86
CHEMBL320553,COc1ccc(CCc2c(-c3ccccc3)[nH]c3ccc(CC(=O)O)cc23)cc1,7.301029996,5.2558,385.463,4,2,2,4,7,62.32
CHEMBL321815,CCCc1c(OCCOc2cccc3c2ccn3CC(=O)O)ccc2c(C(F)(F)F)noc12,5.825358807,5.2962,462.424,4,6,1,4,9,86.72
CHEMBL323008,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1ccc2c(c1)CCC(C(=O)O)O2,5.522878745,6.4476,476.569,3,5,1,4,12,74.22
CHEMBL324449,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C)(C(=O)O)CC2,6.124938737,6.4476,476.569,3,5,1,4,11,74.22
CHEMBL326273,CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(C(=O)O)CC2,6.008773924,6.0575,462.542,3,5,1,4,11,74.22
CHEMBL3264932,CCn1c(CCCc2ccc(-c3ccc(NS(=O)(=O)c4ccccc4)cn3)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,4.823908741,6.4486,609.796,5,7,1,5,11,98.88
CHEMBL326873,CCC1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccccc4)cc3Cl)cc2O1,6.161150909,6.5386,482.96,3,5,1,4,10,74.22
CHEMBL330191,CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1cccc(C2SC(=O)NC2=O)c1,6.709965389,6.6935,491.609,3,6,1,4,12,73.86
CHEMBL331071,CCCc1cc(C(=O)c2ccccc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,7.721246399,5.7421,489.593,3,6,1,4,11,81.7
CHEMBL332018,CCCc1cc(C2CCC(F)(F)CC2)ccc1OCCCOc1cccc(C2OC(=O)NC2=O)c1,6.26760624,6.0874,487.543,2,5,1,4,10,73.86
CHEMBL3343011,COc1ccc(C2COc3cc(O)ccc3C2=O)cc1,3.906578315,2.7597,270.284,2,4,1,3,2,55.76
CHEMBL3357979,CCCCCCCc1oc2cc(O)ccc2c(=O)c1-c1ccc(O)cc1,5.301029996,5.3841,352.43,3,4,2,3,7,70.67
CHEMBL339359,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1nc2ccccc2s1,4.698970004,3.7056,413.524,3,7,1,4,7,71.53
CHEMBL3397721,CCCC/C(=C\c1cc(OCc2ccc3nc(C(F)(F)F)cc(OC)c3c2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,5.366531544,9.0972,633.585,4,5,1,4,12,77.88
CHEMBL3398429,Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,5.232102384,5.57052,512.562,4,6,1,5,8,102.1
CHEMBL3398432,CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](c2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,5.262807357,4.91812,478.545,3,6,1,4,9,102.1
CHEMBL3398435,Cc1oc(-c2ccccc2)nc1CCOc1ccc([C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)cc1,5.080398976,5.96062,526.589,4,6,1,5,9,102.1
CHEMBL3398440,CCOC(=O)N1C[C@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](C(=O)O)C1,5.090979146,4.60312,478.545,3,6,1,4,9,102.1
CHEMBL3398441,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1,5.440093375,5.64562,526.589,4,6,1,5,9,102.1
CHEMBL3398442,CCOC(=O)N1C[C@@H](Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,5.571865206,4.60312,478.545,3,6,1,4,9,102.1
CHEMBL3398443,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)cc1,7.096910013,5.64562,526.589,4,6,1,5,9,102.1
CHEMBL3398445,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(c3ccccc3)C[C@H]2C(=O)O)c1,6.853871964,5.65122,482.58,4,5,1,5,9,75.8
CHEMBL3398447,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)c1,6.958607315,5.46002,552.553,4,7,1,5,9,101.58
CHEMBL3398448,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3ncccn3)C[C@@H]2C(=O)O)cc1,5.690369833,4.44122,484.556,4,7,1,5,9,101.58
CHEMBL3398449,Cc1ccnc(N2C[C@@H](Cc3ccc(OCCc4nc(-c5ccccc5)oc4C)cc3)[C@@H](C(=O)O)C2)n1,6.346787486,4.74964,498.583,4,7,1,5,9,101.58
CHEMBL3398452,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nccc(C(F)(F)F)n3)C[C@H]2C(=O)O)cc1,5.935542011,5.46002,552.553,4,7,1,5,9,101.58
CHEMBL3398453,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc4ccccc4o3)C[C@@H]2C(=O)O)cc1,6.229147988,5.79242,523.589,5,7,1,6,9,101.83
CHEMBL3398454,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3nc(C(F)(F)F)co3)C[C@@H]2C(=O)O)cc1,7.301029996,5.65802,541.526,4,7,1,5,9,101.83
CHEMBL3398462,CCOC(=O)N1C[C@H](CC(=O)O)[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)C1,5.090979146,4.99322,492.572,3,6,1,4,10,102.1
CHEMBL3398463,Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2CC(=O)O)c1,6.677780705,6.03572,540.616,4,6,1,5,10,102.1
CHEMBL3398464,CCOC(=O)N1C[C@@H](Cc2cccc(OCCc3nc(-c4ccccc4)oc3C)c2)[C@@H](CC(=O)O)C1,5.548213564,4.99322,492.572,3,6,1,4,10,102.1
CHEMBL3425797,COc1cc2c(cc1CC=C(C)C)C(=O)C[C@H](c1ccc(O)cc1)O2,6.326794718,4.616,338.403,2,4,1,3,4,55.76
CHEMBL344282,Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(C)c2=O)cc1C,5.769775948,3.66424,437.54,3,6,1,3,9,86.35
CHEMBL345721,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2cccc(OC)c2)c1=O,5.207804137,3.929,467.566,3,7,1,3,12,95.58
CHEMBL3558130,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc23)c(F)c1,5.698970004,5.2963,463.774,4,5,1,4,3,85.08
CHEMBL356170,CCCn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(C(C)c2ccccc2)c1=O,5.214670165,4.4814,451.567,3,6,1,3,11,86.35
CHEMBL3585578,C/C(=N/OCCOc1cccc(CC2SC(=O)NC2=O)c1)c1ccc(-c2ccccc2)cc1,6.721246399,5.0673,460.555,3,6,1,4,9,76.99
CHEMBL3585580,COc1ccc(Oc2cc(N(C)CCOc3ccc(CC4SC(=O)NC4=O)cc3)ncn2)cc1,7.744727495,3.6868,480.546,3,9,1,4,10,102.88
CHEMBL3594232,Cc1cc(C(=O)O)nc(N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)n1,5.443697499,4.13202,391.393,2,4,1,4,3,66.32
CHEMBL359548,COc1ccc(C(=O)n2c(C)c(Cc3cccc(O[C@H](C)C(=O)O)c3)c3cc(OC(F)(F)F)ccc32)cc1,8.522878745,5.98812,527.495,4,6,1,4,8,86.99
CHEMBL3596270,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)c(F)c1,6.119186408,5.6269,466.818,3,4,1,4,4,72.19
CHEMBL3596271,O=C(O)c1ccc(-c2nc(C(=O)c3ccccc3C(F)(F)F)n3c2CCCC3)c(F)c1,5.251811973,4.9735,432.373,3,4,1,4,4,72.19
CHEMBL3596272,O=C(O)c1ccc(-c2nc(C(=O)c3c(F)cccc3Cl)n3c2CCCC3)c(F)c1,5.537602002,4.7472,416.811,3,4,1,4,4,72.19
CHEMBL3596273,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3Cl)n3c2CCCC3)c(F)c1,5.958607315,5.2615,433.266,3,4,1,4,4,72.19
CHEMBL3596274,N#Cc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,5.113509275,4.47978,423.831,3,5,1,4,4,95.98
CHEMBL3596275,COc1cccc(Cl)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,5.259637311,4.6167,428.847,3,5,1,4,5,81.42
CHEMBL3596276,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3c2CCCC3)c(F)c1,5.886056648,5.4855,438.886,3,4,1,5,5,72.19
CHEMBL3596278,COc1cccc(C(F)(F)F)c1C(=O)c1nc(-c2ccc(C(=O)O)cc2F)c2n1CCCC2,5.040958608,4.9821,462.399,3,5,1,4,5,81.42
CHEMBL3596279,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C3CC3)n3cccnc23)cc1O,5.468521083,4.5619,433.851,4,6,2,5,5,104.79
CHEMBL3598140,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,5.463441557,5.7622,444.796,4,4,1,4,3,72.19
CHEMBL3598141,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1,5.823908741,5.6027,444.796,4,4,1,4,4,71.67
CHEMBL3598142,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3c2CCCC3)cc1,5.677780705,5.4878,448.828,3,4,1,4,4,72.19
CHEMBL3598143,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3cccnc23)cc1,5.37675071,4.9977,445.784,4,5,1,4,4,84.56
CHEMBL3598148,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)cc1O,6.187086643,5.3083,460.795,4,5,2,4,4,91.9
CHEMBL3598149,O=C(O)c1ccc(-c2nc(C(=O)c3c(Cl)cccc3C(F)(F)F)n3ccccc23)c(F)c1,6.494850022,5.7418,462.786,4,4,1,4,4,71.67
CHEMBL3598150,O=C(c1c(Cl)cccc1C(F)(F)F)c1nc(C2=CCC(C(=O)O)CC2)c2ccccn12,5.744727495,5.5056,448.828,3,4,1,4,4,71.67
CHEMBL360231,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC4CCC4)cc3Cl)cc2O1,5.698970004,5.5351,460.954,2,5,1,4,10,74.22
CHEMBL360240,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC(F)(F)F)cc3Cl)cc2O1,5.22184875,5.2973,474.859,2,5,1,3,9,74.22
CHEMBL360246,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(Oc4ccc(F)cc4)cc3Cl)cc2O1,6.045878145,6.2876,486.923,3,5,1,4,9,74.22
CHEMBL360368,CCO[C@@H](Cc1ccc(OCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,7.356794152,5.359,436.504,3,5,1,3,13,74.22
CHEMBL360762,COc1ccc2c(c1)c(Cc1ccc(OC(C)(C)C(=O)O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,6.039053804,6.13302,491.971,4,5,1,4,7,77.76
CHEMBL361166,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(C)C)cc3Cl)cc2O1,5.537602002,5.8697,432.944,2,4,1,3,9,64.99
CHEMBL3613709,COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C5CCC5)n4)cc3C2)c1,5.397940009,2.8974,467.551,3,7,1,5,7,106.42
CHEMBL361395,COc1ccc(C(=O)n2c(C)c(Cc3ccccc3OC(C)(C)C(=O)O)c3cc(OC(F)(F)F)ccc32)cc1,9,6.37822,541.522,4,6,1,4,8,86.99
CHEMBL361424,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OC(F)(F)F)cc3Cl)cc2O1,5.585017744,5.6449,474.859,2,5,1,3,9,74.22
CHEMBL361427,COc1ccc2c(c1)c(Cc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.202040356,5.58922,433.891,4,4,1,4,5,68.53
CHEMBL363532,CO[C@@H](Cc1ccc(OCCCOc2ccc(C(=O)c3ccccc3)cc2)cc1)C(=O)O,8.301029996,4.4076,434.488,3,5,1,3,12,82.06
CHEMBL3639769,Cc1c(C)n(Cc2cccc(OCC#N)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,6.970616222,6.99732,493.651,4,4,1,4,7,67.05
CHEMBL364274,CCCc1cc2c(oc(=O)n2CC2CC2)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,6.920818754,6.2376,465.59,3,5,1,4,11,81.67
CHEMBL364378,CCCc1cc2c(oc(=O)n2CC)c(CCC)c1O[C@H](C(=O)O)c1ccc(C(C)C)cc1,7.004364805,5.8475,439.552,3,5,1,3,10,81.67
CHEMBL364467,CCCc1cc(C(=O)CC)cc(CCC)c1OC(C(=O)O)c1ccccc1,5.559090918,5.389,368.473,2,3,1,2,10,63.6
CHEMBL364894,COc1ccc2c(-n3c(C)c(Cc4cc(O[C@H](C)C(=O)O)ccc4Cl)c4cc(OC(F)(F)F)ccc43)noc2c1,8.698970004,7.08342,574.939,5,7,1,5,8,95.95
CHEMBL365097,CCCc1cc2c(=O)n(C(C)C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccc(CC(C)C)cc1,6.585026652,6.4836,467.606,3,5,1,3,11,81.67
CHEMBL365315,CCCc1ccc(Oc2c(C)n(-c3noc4cc(Cl)ccc34)c3ccc(OC(F)(F)F)cc23)cc1O[C@@H](C)C(=O)O,7.698970004,8.22882,588.966,5,7,1,5,9,95.95
CHEMBL366207,CCCc1cc(C(=O)c2ccccc2)cc(CCC)c1OC(C(=O)O)c1ccccc1,5.329754147,6.0273,416.517,3,3,1,3,10,63.6
CHEMBL367360,COc1ccc2c(c1)c(Cc1ccccc1OC(C)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7.075720714,5.74292,477.944,4,5,1,4,7,77.76
CHEMBL367549,CC[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C(F)(F)F)cc3Cl)cc2O1,5.366765925,5.7651,458.86,2,4,1,3,8,64.99
CHEMBL3678082,COc1ccc(CNC(=O)c2ccc3c(ccn3Cc3ccc(F)cc3F)c2)cc1OC,6.522878745,4.915,436.458,4,4,1,4,7,52.49
CHEMBL3678085,C[C@@H](NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccc(Br)cc1,8.045757491,6.2213,469.329,4,2,1,4,5,34.03
CHEMBL3678086,CCC(NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccccc1,9,5.8489,404.46,4,2,1,4,6,34.03
CHEMBL3678087,O=C(NCc1ccccc1)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1,8.301029996,4.8978,376.406,4,2,1,4,5,34.03
CHEMBL3678088,C[C@@H](NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccc([N+](=O)[O-])cc1,7.508638306,5.367,435.43,4,4,1,4,6,77.17
CHEMBL3678089,CC(C)(NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccccc1,8.397940009,5.6329,404.46,4,2,1,4,5,34.03
CHEMBL3678090,O=C(NCc1cccs1)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1,8.15490196,4.9593,382.435,4,3,1,4,5,34.03
CHEMBL3678092,CC(NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1cccc2ccccc12,7.30980392,6.612,440.493,5,2,1,5,5,34.03
CHEMBL3678093,C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccc(F)cc1,7.853871964,5.5979,408.423,4,2,1,4,5,34.03
CHEMBL3678096,O=C(N[C@@H]1C[C@H]1c1ccccc1)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1,5.173925197,5.2537,402.444,4,2,1,5,5,34.03
CHEMBL3678097,Nc1ccc(CNC(=O)c2ccc3c(ccn3Cc3ccc(F)cc3F)c2)cc1,6.832682665,4.48,391.421,4,3,2,4,5,60.05
CHEMBL3678099,CCC(NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(Cl)cc1)c1ccccc1,7.537602002,6.84094,430.979,4,2,1,4,6,34.03
CHEMBL3678101,CCC(NC(=O)c1ccc2c(ccn2C(=O)c2ccccc2)c1)c1ccccc1,6,5.2109,382.463,4,3,1,4,5,51.1
CHEMBL3678103,CCC(NC(=O)c1ccc2c(ccn2C(=O)c2cccc(F)c2F)c1)c1ccccc1,6.249491605,5.4891,418.443,4,3,1,4,5,51.1
CHEMBL3678104,CCC(NC(=O)c1ccc2c(ccn2S(=O)(=O)c2ccc(C)cc2)c1)c1ccccc1,7.008773924,5.06782,432.545,4,4,1,4,6,68.17
CHEMBL3678105,CCC(NC(=O)c1ccc2c(ccn2S(=O)(=O)c2cccc3ccccc23)c1)c1ccccc1,8.15490196,5.9126,468.578,5,4,1,5,6,68.17
CHEMBL3678106,CCC(NC(=O)c1ccc2c(ccn2Cc2ccc(Cl)nc2)c1)c1ccccc1,8.522878745,5.6191,403.913,4,3,1,4,6,46.92
CHEMBL3678111,Cc1c(C)n(Cc2cccc(OCC(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,7.251811973,6.13824,496.607,4,4,2,5,9,80.56
CHEMBL3678112,Cc1c(C)n(Cc2cccc(OCC(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.161150909,6.38424,498.623,4,4,2,4,9,80.56
CHEMBL3678113,Cc1c(C)n(Cc2cccc(OCC(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,6.882728704,6.55834,512.65,4,4,2,4,8,80.56
CHEMBL3678118,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,7.229147988,6.52674,510.634,4,4,2,5,9,80.56
CHEMBL3678120,Cc1c(C)n(Cc2cccc(OC(C)(C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,6.493494968,7.33694,540.704,4,4,2,4,8,80.56
CHEMBL3678121,Cc1c(C)n(Cc2cccc(OCC#N)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,7.13076828,6.82322,479.624,4,4,1,4,8,67.05
CHEMBL3678123,Cc1c(C)n(Cc2ccc(O[C@H](C)C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,6.970616222,6.77274,512.65,4,4,2,4,9,80.56
CHEMBL3678124,Cc1c(C)n(Cc2ccc(OC(C)(C)C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,6.995678626,7.16284,526.677,4,4,2,4,9,80.56
CHEMBL3678127,Cc1c(C)n(Cc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(Br)cc3)cc12,9.15490196,7.06524,583.91,4,4,2,4,8,80.56
CHEMBL3678129,Cc1c(C)n(Cc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)C)c3)cc12,8.795880017,7.60024,561.122,4,4,2,4,8,80.56
CHEMBL3678130,Cc1c(C)n(Cc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(OC(C)C)c3)cc12,8.301029996,7.08994,563.094,4,5,2,4,10,89.79
CHEMBL3678131,Cc1c(C)n(Cc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12,10.22184875,7.42614,547.095,4,4,2,4,9,80.56
CHEMBL3678133,Cc1c(C)n(Cc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2ccc(C(=O)N[C@@H](C)c3ccc(Br)cc3)cc12,9.522878745,7.06524,583.91,4,4,2,4,8,80.56
CHEMBL3678136,Cc1c(C)n(Cc2cc(O[C@@H](C)C(=O)O)ccc2Cl)c2ccc(C(=O)N[C@@H](C)c3cccc(OC(C)C)c3)cc12,8.301029996,7.08994,563.094,4,5,2,4,10,89.79
CHEMBL3678137,Cc1c(C)n(Cc2ccc(C3(C(=O)O)CC3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(Br)cc3)cc12,7.508638306,6.67614,545.477,4,3,2,5,7,71.33
CHEMBL3678138,Cc1c(C)n(Cc2ccc(C3(C(=O)O)CC3)cc2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)C)cc3)cc12,6.49757288,7.03704,508.662,4,3,2,5,8,71.33
CHEMBL3678142,Cc1c(C)n(Cc2ccc(O[C@@H](C)C(=O)O)c(Cl)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,6.844663963,7.60024,561.122,4,4,2,4,8,80.56
CHEMBL3678143,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2Cl)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,6.454692884,7.18014,545.079,4,4,2,5,9,80.56
CHEMBL3678144,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2Cl)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,5.397940009,7.60024,561.122,4,4,2,4,8,80.56
CHEMBL3678145,Cc1c(C)n(Cc2cccc(C(C)(C)C#N)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,6.920818754,7.47602,489.663,4,3,1,5,7,57.82
CHEMBL3678146,Cc1c(C)n(Cc2cccc(C(C)(C)C(N)=O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,6.891096872,6.43774,507.678,4,3,2,5,8,77.12
CHEMBL3678147,Cc1c(C)n(C(C)c2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,7.013228266,7.08774,524.661,4,4,2,5,9,80.56
CHEMBL3678148,Cc1c(C)n(C(C)c2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,6.59345982,7.50784,540.704,4,4,2,4,8,80.56
CHEMBL3678149,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(OC(C)C)c3)cc12,7.229147988,6.43654,528.649,4,5,2,4,10,89.79
CHEMBL3678150,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)C)c3)cc12,7.086186148,6.94684,526.677,4,4,2,4,8,80.56
CHEMBL3678151,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(Br)cc3)cc12,6.982966661,6.41184,549.465,4,4,2,4,8,80.56
CHEMBL3678152,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(F)(F)F)cc3)cc12,6.671620397,6.66814,538.566,4,4,2,4,8,80.56
CHEMBL3678155,Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccccc3Cl)cc12,7.397940009,6.30274,505.014,4,4,2,4,8,80.56
CHEMBL3678156,COc1ccc(Cn2c(C)c(C)c3cc(C(=O)N[C@@H](C)c4ccc(C(C)(C)C)cc4)ccc32)cc1O[C@@H](C)C(=O)O,7.214670165,6.95544,556.703,4,5,2,4,9,89.79
CHEMBL3678157,COc1ccc(Cn2c(C)c(C)c3cc(C(=O)N[C@@H](C)c4cccc(C5CC5)c4)ccc32)cc1O[C@@H](C)C(=O)O,7.15490196,6.53534,540.66,4,5,2,5,10,89.79
CHEMBL3678159,Cc1c(C)n(Cc2ccc(F)c(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12,7.795880017,7.08594,544.667,4,4,2,4,8,80.56
CHEMBL3678160,Cc1c(C)n(Cc2ccc(F)c(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,7.698970004,6.66584,528.624,4,4,2,5,9,80.56
CHEMBL3678161,Cc1c(C)n(Cc2cccc(C3(C(=O)O)CC3)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,7.886056648,6.79104,506.646,4,3,2,6,8,71.33
CHEMBL3678162,Cc1c(C)n(Cc2cccc(C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12,7.408935393,6.37304,466.581,4,3,2,5,7,71.33
CHEMBL3678163,COc1ccc(Cn2c(C)c(C)c3cc(C(=O)N[C@@H](C)c4cccc(C(C)C)c4)ccc32)cc1O[C@@H](C)C(=O)O,7.113509275,6.78134,542.676,4,5,2,4,10,89.79
CHEMBL367891,C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(C4CCCC4)cc3Cl)cc2O1,5.420108415,6.0138,444.955,2,4,1,4,8,64.99
CHEMBL3695762,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N(C)Cc3ccccc3)cc12,6.68613278,6.94384,502.614,5,3,1,5,7,62.54
CHEMBL3695763,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc(S(C)(=O)=O)c3)cc12,6.638272164,6.00514,566.679,5,5,2,5,8,105.47
CHEMBL3695764,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3cccc(OC(F)(F)F)c3)cc12,6.804100348,7.50024,572.583,5,4,2,5,8,80.56
CHEMBL3695766,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(I)cc3)cc12,8.397940009,7.20624,614.483,5,3,2,5,7,71.33
